Id,Status,Person > Department > Type,Person > Brand,Location,Project,Bid Link,Task,Type,Department,Step,Date,Logged Hours,Start Time,Stop Time,Pay Period
4791787,sub,COGS,Folks,TO,OutTheKitchen,OTK104,Comp,Worktime,Compositor,CMP - Compositing (Shot),5/29/24,2,5/29/24 11:00,5/29/24 13:00,TO - PayPeriod 12 - 05/19/2024
4791792,sub,COGS,Folks,BO,Verne,JV205,Comp,Worktime,Compositor,CMP - Compositing (Shot),5/29/24,2.25,5/29/24 11:00,5/29/24 13:15,BO - PayPeriod 10 - 05/16/2024
4791855,sub,COGS,Folks,BO,Verne,JV205,Comp,Worktime,Compositor,CMP - Compositing (Shot),5/29/24,2,5/29/24 11:00,5/29/24 13:00,BO - PayPeriod 10 - 05/16/2024
4791865,sub,COGS,Folks,TO,HotFrosty,,Comp,Worktime,Compositor,CMP - Compositing (Shot),5/29/24,0.25,5/29/24 13:30,5/29/24 13:45,TO - PayPeriod 12 - 05/19/2024
4791961,sub,COGS,Fuse,BC,Monster,MTR201,comp,Worktime,Compositor,CMP - Compositing (Shot),5/29/24,0.25,5/29/24 13:15,5/29/24 13:30,BC - PayPeriod 12 - 05/19/2024
4791971,sub,COGS,Folks,BO,Verne,JV205,Comp,Worktime,Compositor,CMP - Compositing (Shot),5/29/24,0.75,5/29/24 13:45,5/29/24 14:30,BO - PayPeriod 10 - 05/16/2024
4791987,sub,COGS,Folks,SG,Monster,MTR201,Comp,Worktime,Compositor,CMP - Compositing (Shot),5/29/24,0.5,5/29/24 14:15,5/29/24 14:45,SG - PayPeriod 12 - 05/19/2024
4792008,sub,COGS,Folks,BO,ElDolor,ED102,Comp,Worktime,Compositor,CMP - Compositing (Shot),5/29/24,0.5,5/29/24 14:30,5/29/24 15:00,BO - PayPeriod 10 - 05/16/2024
4792013,sub,COGS,Folks,BO,ForeverAlone,CAD104,Comp,Worktime,Compositor,CMP - Compositing (Shot),5/29/24,3,5/29/24 15:15,5/29/24 18:15,BO - PayPeriod 10 - 05/16/2024
4792020,sub,COGS,Folks,BO,Verne,JV205,Comp,Worktime,Compositor,CMP - Compositing (Shot),5/29/24,1,5/29/24 14:15,5/29/24 15:15,BO - PayPeriod 10 - 05/16/2024
4792041,sub,non-artist COGS,Folks,MT,ProjectK,PRK101,Comp,Worktime,Composite Supervision,CMP - Compositing (Shot),5/29/24,0.5,5/29/24 14:45,5/29/24 15:15,MT - PayPeriod 12 - 05/19/2024
4792043,sub,COGS,Folks,TO,OutTheKitchen,OTK104,Comp,Worktime,Compositor,CMP - Compositing (Shot),5/29/24,3.75,5/29/24 10:45,5/29/24 14:30,TO - PayPeriod 12 - 05/19/2024
4792060,sub,COGS,Folks,BO,Verne,JV205,Comp,Worktime,Compositor,CMP - Compositing (Shot),5/29/24,1.75,5/29/24 14:00,5/29/24 15:45,BO - PayPeriod 10 - 05/16/2024
4792065,sub,COGS,Folks,BO,Verne,JV205,Comp,Worktime,Compositor,CMP - Compositing (Shot),5/29/24,4.75,5/29/24 15:45,5/29/24 20:30,BO - PayPeriod 10 - 05/16/2024
4792068,sub,COGS,Fuse,BC,Monster,MTR201,comp,Worktime,Compositor,CMP - Compositing (Shot),5/29/24,0.25,5/29/24 14:30,5/29/24 14:45,BC - PayPeriod 12 - 05/19/2024
4792073,sub,COGS,Folks,BO,ForeverAlone,CAD103,Comp,Worktime,Compositor,CMP - Compositing (Shot),5/29/24,5,5/29/24 10:00,5/29/24 15:00,BO - PayPeriod 10 - 05/16/2024
4792079,sub,non-artist COGS,Folks,MT,ProjectK,PRK101,Comp,Worktime,Composite Supervision,CMP - Compositing (Shot),5/29/24,0.5,5/29/24 15:15,5/29/24 15:45,MT - PayPeriod 12 - 05/19/2024
4792081,sub,COGS,Folks,TO,OutTheKitchen,OTK104,Comp,Worktime,Compositor,CMP - Compositing (Shot),5/29/24,1,5/29/24 16:00,5/29/24 17:00,TO - PayPeriod 12 - 05/19/2024
4792115,sub,COGS,Folks,TO,Trap,TRAP100,Comp,Worktime,Compositor,CMP - Compositing (Shot),5/29/24,2,5/29/24 10:30,5/29/24 12:30,TO - PayPeriod 12 - 05/19/2024
